shot,match,tournament,round,date,attacker_team,gk_team,attacker,goalkeeper,goal,missed,saved,shot_order,take_first,FT_goals,neutral_stadium,attacker_home,game_data,additional
2446,239,LI,final,3-Jul-2008,Flumiense,LDU Quito,Cicero,Jose Francisco Cevallos,1,0,0,3,0,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/994344,
2447,239,LI,final,3-Jul-2008,Flumiense,LDU Quito,Washington,Jose Francisco Cevallos,0,0,1,4,0,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/994344,
2448,240,LI,last16,13-May-2009,Palmeiras,Sport Recife,Mozart,Magrao,0,0,1,1,1,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/945590,https://www.youtube.com/watch?v=bLH3X4Ug0nk
2449,240,LI,last16,13-May-2009,Palmeiras,Sport Recife,Marcao,Magrao,1,0,0,2,1,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/945590,https://www.youtube.com/watch?v=bLH3X4Ug0nk
2450,240,LI,last16,13-May-2009,Palmeiras,Sport Recife,Danilo,Magrao,1,0,0,3,1,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/945590,https://www.youtube.com/watch?v=bLH3X4Ug0nk
2451,240,LI,last16,13-May-2009,Palmeiras,Sport Recife,Pablo Armero,Magrao,1,0,0,4,1,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/945590,https://www.youtube.com/watch?v=bLH3X4Ug0nk
2452,240,LI,last16,13-May-2009,Sport Recife,Palmeiras,Luciano Henrique,Marcos,0,0,1,1,0,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/945590,https://www.youtube.com/watch?v=bLH3X4Ug0nk
2453,240,LI,last16,13-May-2009,Sport Recife,Palmeiras,Igor,Marcos,1,0,0,2,0,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/945590,https://www.youtube.com/watch?v=bLH3X4Ug0nk
2454,240,LI,last16,13-May-2009,Sport Recife,Palmeiras,Fumagalli,Marcos,0,0,1,3,0,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/945590,https://www.youtube.com/watch?v=bLH3X4Ug0nk
2455,240,LI,last16,13-May-2009,Sport Recife,Palmeiras,Dutra,Marcos,0,0,1,4,0,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/945590,https://www.youtube.com/watch?v=bLH3X4Ug0nk
2456,241,LI,last16,5-May-2010,Universitario,Sao Paulo,Luis Ramirez,Rogerio Ceni,1,0,0,1,1,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/1010611,https://www.youtube.com/watch?v=J7GJdrKbLqo
2457,241,LI,last16,5-May-2010,Universitario,Sao Paulo,Piero Alva,Rogerio Ceni,0,0,1,2,1,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/1010611,https://www.youtube.com/watch?v=J7GJdrKbLqo
2458,241,LI,last16,5-May-2010,Universitario,Sao Paulo,Carlos Galvan,Rogerio Ceni,0,0,1,3,1,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/1010611,https://www.youtube.com/watch?v=J7GJdrKbLqo
2459,241,LI,last16,5-May-2010,Universitario,Sao Paulo,Gianfranco Labarthe,Rogerio Ceni,0,1,0,4,1,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/1010611,https://www.youtube.com/watch?v=J7GJdrKbLqo
2460,241,LI,last16,5-May-2010,Sao Paulo,Universitario,Rogerio Ceni,Luis Llontop,0,0,1,1,0,0,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/1010611,https://www.youtube.com/watch?v=J7GJdrKbLqo
2461,241,LI,last16,5-May-2010,Sao Paulo,Universitario,Hernanes,Luis Llontop,1,0,0,2,0,0,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/1010611,https://www.youtube.com/watch?v=J7GJdrKbLqo
2462,241,LI,last16,5-May-2010,Sao Paulo,Universitario,Marcelinho Paraiba,Luis Llontop,1,0,0,3,0,0,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/1010611,https://www.youtube.com/watch?v=J7GJdrKbLqo
2463,241,LI,last16,5-May-2010,Sao Paulo,Universitario,Dagoberto,Luis Llontop,1,0,0,4,0,0,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/1010611,https://www.youtube.com/watch?v=J7GJdrKbLqo
2464,242,LI,last16,5-May-2010,Cerro Porteno,Estudiantes,Julio dos Santos,Agustin Orion,1,0,0,1,1,0,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/1097419,https://www.youtube.com/watch?v=daZ1GeefZEE
2465,242,LI,last16,6-May-2011,Cerro Porteno,Estudiantes,Jonathan Fabbro,Agustin Orion,1,0,0,2,1,0,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/1097419,
2466,242,LI,last16,6-May-2011,Cerro Porteno,Estudiantes,Roberto Nanni,Agustin Orion,1,0,0,3,1,0,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/1097419,
2467,242,LI,last16,6-May-2011,Cerro Porteno,Estudiantes,Luis Caceres,Agustin Orion,1,0,0,4,1,0,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/1097419,
2468,242,LI,last16,6-May-2011,Cerro Porteno,Estudiantes,Javier Villareal,Agustin Orion,1,0,0,5,1,0,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/1097419,
2469,242,LI,last16,6-May-2011,Estudiantes,Cerro Porteno,Leandro Benitez,Diego Barreto,1,0,0,1,0,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/1097419,
2470,242,LI,last16,6-May-2011,Estudiantes,Cerro Porteno,Rodrigo Lopez,Diego Barreto,1,0,0,2,0,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/1097419,
2471,242,LI,last16,6-May-2011,Estudiantes,Cerro Porteno,Juan Pereyra,Diego Barreto,1,0,0,3,0,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/1097419,
2472,242,LI,last16,6-May-2011,Estudiantes,Cerro Porteno,Facundo Roncaglia,Diego Barreto,0,1,0,4,0,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/1097419,
2473,243,LI,last16,10-May-2012,Lanus,Vasco da Gama,Mario Regueiro,Fernando Prass,1,0,0,1,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2207474,https://www.youtube.com/watch?v=BtD5pxXeiZQ
2474,243,LI,last16,10-May-2012,Lanus,Vasco da Gama,Silvio Romero,Fernando Prass,0,1,0,2,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2207474,https://www.youtube.com/watch?v=BtD5pxXeiZQ
2475,243,LI,last16,10-May-2012,Lanus,Vasco da Gama,Maximiliano Velazquez,Fernando Prass,1,0,0,3,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2207474,https://www.youtube.com/watch?v=BtD5pxXeiZQ
2476,243,LI,last16,10-May-2012,Lanus,Vasco da Gama,Mauro Camoranesi,Fernando Prass,1,0,0,4,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2207474,https://www.youtube.com/watch?v=BtD5pxXeiZQ
2477,243,LI,last16,10-May-2012,Lanus,Vasco da Gama,Matias Fritzler,Fernando Prass,1,0,0,5,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2207474,https://www.youtube.com/watch?v=BtD5pxXeiZQ
2478,243,LI,last16,10-May-2012,Vasco da Gama,Lanus,Felipe Loureiro,Agustin Marchesin,1,0,0,1,0,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2207474,https://www.youtube.com/watch?v=BtD5pxXeiZQ
2479,243,LI,last16,10-May-2012,Vasco da Gama,Lanus,Juninho Pernambucano,Agustin Marchesin,1,0,0,2,0,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2207474,https://www.youtube.com/watch?v=BtD5pxXeiZQ
2480,243,LI,last16,10-May-2012,Vasco da Gama,Lanus,Carlos Alberto,Agustin Marchesin,1,0,0,3,0,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2207474,https://www.youtube.com/watch?v=BtD5pxXeiZQ
2481,243,LI,last16,10-May-2012,Vasco da Gama,Lanus,Renato Silva,Agustin Marchesin,1,0,0,4,0,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2207474,https://www.youtube.com/watch?v=BtD5pxXeiZQ
2482,243,LI,last16,10-May-2012,Vasco da Gama,Lanus,Alecsandro,Agustin Marchesin,1,0,0,5,0,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2207474,https://www.youtube.com/watch?v=BtD5pxXeiZQ
2483,244,LI,quarter,25-May-2012,Universidad de Chile,Libertad,Charles Aranguiz,Rodrigo Munoz,1,0,0,1,1,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2211220,
2484,244,LI,quarter,25-May-2012,Universidad de Chile,Libertad,Marcelo Diaz,Rodrigo Munoz,1,0,0,2,1,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2211220,
2485,244,LI,quarter,25-May-2012,Universidad de Chile,Libertad,Raul Ruidiaz,Rodrigo Munoz,1,0,0,3,1,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2211220,
2486,244,LI,quarter,25-May-2012,Universidad de Chile,Libertad,Matias Rodriguez,Rodrigo Munoz,1,0,0,4,1,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2211220,
2487,244,LI,quarter,25-May-2012,Universidad de Chile,Libertad,Gustavo Lorenzetti,Rodrigo Munoz,1,0,0,5,1,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2211220,
2488,244,LI,quarter,25-May-2012,Libertad,Universidad de Chile,Pablo Velazquez,Johnny Herrera,1,0,0,1,0,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2211220,
2489,244,LI,quarter,25-May-2012,Libertad,Universidad de Chile,Victor Caceres,Johnny Herrera,1,0,0,2,0,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2211220,
2490,244,LI,quarter,25-May-2012,Libertad,Universidad de Chile,Victor Alaya,Johnny Herrera,0,0,1,3,0,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2211220,
2491,244,LI,quarter,25-May-2012,Libertad,Universidad de Chile,Rodrigo Munoz,Johnny Herrera,1,0,0,4,0,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2211220,
2492,245,LI,quarter,25-May-2012,Velez Sarsfield,Santos,Juan Manuel Martinez,Rafael,1,0,0,1,1,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2213480,
2493,245,LI,quarter,25-May-2012,Velez Sarsfield,Santos,Hector Centeros,Rafael,0,1,0,2,1,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2213480,
2494,245,LI,quarter,25-May-2012,Velez Sarsfield,Santos,Emiliano Papa,Rafael,0,0,1,3,1,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2213480,
2495,245,LI,quarter,25-May-2012,Velez Sarsfield,Santos,Sebastian Dominguez,Rafael,1,0,0,4,1,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2213480,
2496,245,LI,quarter,25-May-2012,Santos,Velez Sarsfield,Alan Kardec,German Montoya,1,0,0,1,0,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2213480,
2497,245,LI,quarter,25-May-2012,Santos,Velez Sarsfield,Ganso,German Montoya,1,0,0,2,0,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2213480,
2498,245,LI,quarter,25-May-2012,Santos,Velez Sarsfield,Elano,German Montoya,1,0,0,3,0,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2213480,
2499,245,LI,quarter,25-May-2012,Santos,Velez Sarsfield,Leo,German Montoya,1,0,0,4,0,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2213480,
2500,246,LI,last16,26-Apr-2013,Real Garcilaso,Nacional,Fabio Ramos,Jorge Bava,1,0,0,1,1,0,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2312797,https://www.youtube.com/watch?v=3C7w3kLXbpg
2501,246,LI,last16,26-Apr-2013,Real Garcilaso,Nacional,Victor Ferreira,Jorge Bava,1,0,0,2,1,0,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2312797,https://www.youtube.com/watch?v=3C7w3kLXbpg
2502,246,LI,last16,26-Apr-2013,Real Garcilaso,Nacional,Cristian Vildoso,Jorge Bava,1,0,0,3,1,0,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2312797,https://www.youtube.com/watch?v=3C7w3kLXbpg
2503,246,LI,last16,26-Apr-2013,Real Garcilaso,Nacional,Oscar Moises Gamarra,Jorge Bava,1,0,0,4,1,0,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2312797,https://www.youtube.com/watch?v=3C7w3kLXbpg
2504,246,LI,last16,26-Apr-2013,Nacional,Real Garcilaso,Alvaro Recoba,Diego Carranza,0,1,0,1,0,1,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2312797,https://www.youtube.com/watch?v=3C7w3kLXbpg
2505,246,LI,last16,26-Apr-2013,Nacional,Real Garcilaso,Adrian Romero,Diego Carranza,1,0,0,2,0,1,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2312797,https://www.youtube.com/watch?v=3C7w3kLXbpg
2506,246,LI,last16,26-Apr-2013,Nacional,Real Garcilaso,Diego Arismendi,Diego Carranza,0,1,0,3,0,1,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2312797,https://www.youtube.com/watch?v=3C7w3kLXbpg
2507,247,LI,quarter,30-May-2013,Boca Juniors,Newell's,Juan Roman Riquelme,Nahuel Guzman,0,0,1,1,1,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2317486,
2508,247,LI,quarter,30-May-2013,Boca Juniors,Newell's,Claudio Perez,Nahuel Guzman,1,0,0,2,1,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2317486,
2509,247,LI,quarter,30-May-2013,Boca Juniors,Newell's,Juan Manuel Martinez,Nahuel Guzman,1,0,0,3,1,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2317486,
2510,247,LI,quarter,30-May-2013,Boca Juniors,Newell's,Leandro Somoza,Nahuel Guzman,1,0,0,4,1,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2317486,
2511,247,LI,quarter,30-May-2013,Boca Juniors,Newell's,Matias Caruzzo,Nahuel Guzman,0,1,0,5,1,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2317486,
2512,247,LI,quarter,30-May-2013,Boca Juniors,Newell's,Agustin Orion,Nahuel Guzman,1,0,0,6,1,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2317486,
2513,247,LI,quarter,30-May-2013,Boca Juniors,Newell's,Ribair Rodriguez,Nahuel Guzman,1,0,0,7,1,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2317486,
2514,247,LI,quarter,30-May-2013,Boca Juniors,Newell's,Cristian Erbes,Nahuel Guzman,1,0,0,8,1,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2317486,
2515,247,LI,quarter,30-May-2013,Boca Juniors,Newell's,Nahuel Zarate,Nahuel Guzman,0,1,0,9,1,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2317486,
2516,247,LI,quarter,30-May-2013,Boca Juniors,Newell's,Leandro Marin,Nahuel Guzman,1,0,0,10,1,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2317486,
2517,247,LI,quarter,30-May-2013,Boca Juniors,Newell's,Juan Roman Riquelme,Nahuel Guzman,1,0,0,11,1,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2317486,
2518,247,LI,quarter,30-May-2013,Boca Juniors,Newell's,Claudio Perez,Nahuel Guzman,1,0,0,12,1,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2317486,
2519,247,LI,quarter,30-May-2013,Boca Juniors,Newell's,Juan Manuel Martinez,Nahuel Guzman,0,0,1,13,1,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2317486,
2520,247,LI,quarter,30-May-2013,Newell's,Boca Juniors,Ignacio Scocco,Agustin Orion,1,0,0,1,0,0,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2317486,
2521,247,LI,quarter,30-May-2013,Newell's,Boca Juniors,Santiago Vergini,Agustin Orion,1,0,0,2,0,0,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2317486,
2522,247,LI,quarter,30-May-2013,Newell's,Boca Juniors,Maxi Rodriguez,Agustin Orion,1,0,0,3,0,0,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2317486,
2523,247,LI,quarter,30-May-2013,Newell's,Boca Juniors,Marcos Caceres,Agustin Orion,0,1,0,4,0,0,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2317486,
2524,247,LI,quarter,30-May-2013,Newell's,Boca Juniors,Maximiliano Urruti,Agustin Orion,0,0,1,5,0,0,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2317486,
2525,247,LI,quarter,30-May-2013,Newell's,Boca Juniors,Milton Casco,Agustin Orion,1,0,0,6,0,0,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2317486,
2526,247,LI,quarter,30-May-2013,Newell's,Boca Juniors,Martin Tonso,Agustin Orion,1,0,0,7,0,0,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2317486,
2527,247,LI,quarter,30-May-2013,Newell's,Boca Juniors,Lucas Bernardi,Agustin Orion,1,0,0,8,0,0,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2317486,
2528,247,LI,quarter,30-May-2013,Newell's,Boca Juniors,Horacio Orzan,Agustin Orion,0,1,0,9,0,0,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2317486,
2529,247,LI,quarter,30-May-2013,Newell's,Boca Juniors,Nahuel Guzman,Agustin Orion,1,0,0,10,0,0,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2317486,
2530,247,LI,quarter,30-May-2013,Newell's,Boca Juniors,Ignacio Scocco,Agustin Orion,1,0,0,11,0,0,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2317486,
2531,247,LI,quarter,30-May-2013,Newell's,Boca Juniors,Santiago Vergini,Agustin Orion,1,0,0,12,0,0,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2317486,
2532,247,LI,quarter,30-May-2013,Newell's,Boca Juniors,Maxi Rodriguez,Agustin Orion,1,0,0,13,0,0,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2317486,
2533,248,LI,semi,11-Jul-2013,Atletico Mineiro,Newell's,Alecsandro,Nahuel Guzman,1,0,0,1,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2318652,https://www.youtube.com/watch?v=sztJZv1IiGU
2534,248,LI,semi,11-Jul-2013,Atletico Mineiro,Newell's,Guilherme,Nahuel Guzman,1,0,0,2,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2318652,https://www.youtube.com/watch?v=sztJZv1IiGU
2535,248,LI,semi,11-Jul-2013,Atletico Mineiro,Newell's,Jo,Nahuel Guzman,0,1,0,3,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2318652,https://www.youtube.com/watch?v=sztJZv1IiGU
2536,248,LI,semi,11-Jul-2013,Atletico Mineiro,Newell's,Richarlyson,Nahuel Guzman,0,1,0,4,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2318652,https://www.youtube.com/watch?v=sztJZv1IiGU
2537,248,LI,semi,11-Jul-2013,Atletico Mineiro,Newell's,Ronaldinho Gaucho,Nahuel Guzman,1,0,0,5,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2318652,https://www.youtube.com/watch?v=sztJZv1IiGU
2538,248,LI,semi,11-Jul-2013,Newell's,Atletico Mineiro,Ignacio Scocco,Victor,1,0,0,1,0,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2318652,https://www.youtube.com/watch?v=sztJZv1IiGU
2539,248,LI,semi,11-Jul-2013,Newell's,Atletico Mineiro,Santiago Vergini,Victor,1,0,0,2,0,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2318652,https://www.youtube.com/watch?v=sztJZv1IiGU
2540,248,LI,semi,11-Jul-2013,Newell's,Atletico Mineiro,Milton Casco,Victor,0,1,0,3,0,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2318652,https://www.youtube.com/watch?v=sztJZv1IiGU
2541,248,LI,semi,11-Jul-2013,Newell's,Atletico Mineiro,Rinaldo Cruzado,Victor,0,1,0,4,0,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2318652,https://www.youtube.com/watch?v=sztJZv1IiGU
2542,248,LI,semi,11-Jul-2013,Newell's,Atletico Mineiro,Maxi Rodriguez,Victor,0,0,1,5,0,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2318652,https://www.youtube.com/watch?v=sztJZv1IiGU
2543,249,LI,final,25-Jul-2013,Olimpia,Atletico Mineiro,Herminio Miranda,Victor,0,0,1,1,1,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2329098,
2544,249,LI,final,25-Jul-2013,Olimpia,Atletico Mineiro,Juan Ferreyra,Victor,1,0,0,2,1,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2329098,
2545,249,LI,final,25-Jul-2013,Olimpia,Atletico Mineiro,Salustiano Candia,Victor,1,0,0,3,1,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2329098,
2546,249,LI,final,25-Jul-2013,Olimpia,Atletico Mineiro,Eduardo Aranda,Victor,1,0,0,4,1,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2329098,
2547,249,LI,final,25-Jul-2013,Olimpia,Atletico Mineiro,Matias Gimenez,Victor,0,1,0,5,1,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2329098,
2548,249,LI,final,25-Jul-2013,Atletico Mineiro,Olimpia,Alecsandro,Martin Silva,1,0,0,1,0,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2329098,
2549,249,LI,final,25-Jul-2013,Atletico Mineiro,Olimpia,Guilherme,Martin Silva,1,0,0,2,0,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2329098,
2550,249,LI,final,25-Jul-2013,Atletico Mineiro,Olimpia,Jo,Martin Silva,1,0,0,3,0,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2329098,
2551,249,LI,final,25-Jul-2013,Atletico Mineiro,Olimpia,Leonardo Silva,Martin Silva,1,0,0,4,0,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2329098,
2552,250,LI,last16,30-Apr-2014,Defensor,Strongest,Matias Alonso,Daniel Vaca,1,0,0,1,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2452929,
2553,250,LI,last16,30-Apr-2014,Defensor,Strongest,Matias Malvino,Daniel Vaca,1,0,0,2,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2452929,
2554,250,LI,last16,30-Apr-2014,Defensor,Strongest,Andres Fleurquin,Daniel Vaca,0,0,1,3,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2452929,
2555,250,LI,last16,30-Apr-2014,Defensor,Strongest,Adrian Luna,Daniel Vaca,1,0,0,4,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2452929,
2556,250,LI,last16,30-Apr-2014,Defensor,Strongest,Nicolas Olivera,Daniel Vaca,1,0,0,5,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2452929,
2557,250,LI,last16,30-Apr-2014,Strongest,Defensor,Ernesto Cristaldo,Martin Campana,0,0,1,1,0,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2452929,
2558,250,LI,last16,30-Apr-2014,Strongest,Defensor,Marcos Barrera,Martin Campana,0,0,1,2,0,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2452929,
2559,250,LI,last16,30-Apr-2014,Strongest,Defensor,Boris Alfaro,Martin Campana,1,0,0,3,0,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2452929,
2560,250,LI,last16,30-Apr-2014,Strongest,Defensor,Raul Castro,Martin Campana,1,0,0,4,0,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2452929,
2561,251,LI,last16,1-May-2014,Gremio,San Lorenzo,Hernan Barcos,Sebastian Torrico,0,1,0,1,1,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2452931,
2562,251,LI,last16,1-May-2014,Gremio,San Lorenzo,Cristian Riveros,Sebastian Torrico,1,0,0,2,1,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2452931,
2563,251,LI,last16,1-May-2014,Gremio,San Lorenzo,Maxi Rodriguez,Sebastian Torrico,0,1,0,3,1,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2452931,
2564,251,LI,last16,1-May-2014,Gremio,San Lorenzo,Rodriguinho,Sebastian Torrico,1,0,0,4,1,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2452931,
2565,251,LI,last16,1-May-2014,San Lorenzo,Gremio,Nestor Ortigoza,Marcelo Grohe,1,0,0,1,0,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2452931,
2566,251,LI,last16,1-May-2014,San Lorenzo,Gremio,Mauro Matos,Marcelo Grohe,1,0,0,2,0,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2452931,
2567,251,LI,last16,1-May-2014,San Lorenzo,Gremio,Nicolas Blandi,Marcelo Grohe,1,0,0,3,0,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2452931,
2568,251,LI,last16,1-May-2014,San Lorenzo,Gremio,Julio Buffarini,Marcelo Grohe,1,0,0,4,0,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2452931,
2569,252,LI,last16,14-May-2015,Sao Paulo,Cruzeiro,Rogerio Ceni,Fabio,1,0,0,1,1,0,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2560731,
2570,252,LI,last16,14-May-2015,Sao Paulo,Cruzeiro,Ganso,Fabio,1,0,0,2,1,0,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2560731,
2571,252,LI,last16,14-May-2015,Sao Paulo,Cruzeiro,Souza,Fabio,0,1,0,3,1,0,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2560731,
2572,252,LI,last16,14-May-2015,Sao Paulo,Cruzeiro,Luis Fabiano,Fabio,0,0,1,4,1,0,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2560731,
2573,252,LI,last16,14-May-2015,Sao Paulo,Cruzeiro,Ricardo Centurion,Fabio,1,0,0,5,1,0,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2560731,
2574,252,LI,last16,14-May-2015,Sao Paulo,Cruzeiro,Lucao,Fabio,0,0,1,6,1,0,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/2560731,
2575,252,LI,last16,14-May-2015,Cruzeiro,Sao Paulo,Leandro Damiao,Rogerio Ceni,0,0,1,1,0,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2560731,
2576,252,LI,last16,14-May-2015,Cruzeiro,Sao Paulo,Marquinhos,Rogerio Ceni,1,0,0,2,0,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/2560731,
